borrower_id,age,gender,state,business_sector,years_in_business,monthly_income_ngn,pos_txn_count_monthly,pos_txn_volume_ngn_monthly,loan_amount_ngn,loan_tenor_months,interest_rate_monthly_pct,existing_loans_count,collateral_provided,has_bank_account,urban_rural,loan_channel,trade_association_member,mobile_money_active,sim_tenure_months,repayment_history_score,defaulted
BRW114718,33,Female,Delta,Trading/Retail,4.7,40500,72,321900,66000,3,5.82,1,1,1,Urban,POS Agent,0,0,47,68.2,0
BRW114719,49,Male,Delta,Electronics/Phone Accessories,1.2,47100,10,26300,79000,2,6.56,1,0,1,Rural,Cooperative (Esusu/Ajo),0,1,85,42.5,0
BRW114720,45,Female,Kwara,Trading/Retail,1.6,118800,18,28000,219000,1,6.62,1,0,1,Urban,Mobile App,0,1,67,68.7,1
BRW114721,40,Male,Kano,Agriculture,5.9,26500,86,385400,30000,1,10.72,1,0,0,Urban,Bank Branch,1,1,129,88.0,0
BRW114722,52,Male,Anambra,Transport/Logistics,1.5,43700,29,42200,90000,6,6.98,0,0,1,Urban,POS Agent,0,1,22,42.1,1
BRW114723,54,Male,Plateau,Trading/Retail,3.4,106200,51,266700,96000,1,7.28,1,0,1,Rural,POS Agent,1,1,58,74.2,0
BRW114724,52,Male,Oyo,Transport/Logistics,2.2,126400,48,121800,195000,2,6.65,2,0,1,Urban,Cooperative (Esusu/Ajo),1,1,25,47.7,1
BRW114725,61,Male,Abuja (FCT),Food & Provisions,6.0,59000,80,124800,19000,2,5.65,1,0,0,Urban,POS Agent,0,1,88,63.7,0
BRW114726,35,Male,Kaduna,Trading/Retail,5.0,18100,64,181400,13000,6,11.06,1,0,1,Urban,Mobile App,0,1,69,58.1,1
BRW114727,57,Female,Rivers,Transport/Logistics,4.7,75600,77,317900,55000,6,4.8,1,1,1,Urban,POS Agent,0,1,21,63.3,0
BRW114728,38,Female,Edo,Trading/Retail,1.7,78100,27,153400,55000,2,5.46,0,0,1,Urban,POS Agent,0,0,13,35.7,1
BRW114729,26,Male,Abuja (FCT),Transport/Logistics,4.0,59600,55,117600,122000,9,3.66,1,0,1,Rural,Bank Branch,1,0,76,51.3,0
BRW114730,24,Female,Plateau,Artisan/Repairs,5.3,38900,70,251600,90000,6,11.36,1,1,1,Rural,POS Agent,0,0,35,75.5,0
BRW114731,22,Female,Abuja (FCT),Fashion & Tailoring,2.9,33100,47,128200,12000,12,6.33,0,0,0,Urban,Mobile App,0,1,27,76.2,0
BRW114732,63,Male,Kaduna,Transport/Logistics,1.6,81900,22,106600,29000,3,7.01,2,0,1,Rural,POS Agent,1,1,22,71.8,0
BRW114733,26,Female,Abuja (FCT),Trading/Retail,3.4,61900,51,241700,85000,1,10.6,3,1,1,Rural,POS Agent,1,1,83,37.6,1
BRW114734,58,Male,Lagos,Services (Salon/Barbing etc.),3.4,90300,55,104700,40000,6,11.6,2,0,1,Rural,POS Agent,1,1,33,89.5,0
BRW114735,55,Female,Kaduna,Electronics/Phone Accessories,9.1,42500,133,266300,76000,3,8.5,0,1,1,Rural,POS Agent,1,0,11,66.2,0
BRW114736,39,Female,Rivers,Agriculture,3.9,63900,64,161600,33000,3,9.06,0,0,1,Urban,Mobile App,0,0,20,69.4,0
BRW114737,61,Male,Enugu,Transport/Logistics,2.8,27600,46,163800,12000,1,10.08,1,1,1,Urban,Bank Branch,0,0,39,22.7,1
BRW114738,61,Male,Edo,Food & Provisions,3.4,115600,46,109700,115000,9,11.75,1,1,1,Rural,Bank Branch,0,0,25,98.1,0
BRW114739,62,Male,Delta,Services (Salon/Barbing etc.),2.3,131800,35,35600,50000,1,4.87,0,0,0,Urban,POS Agent,0,1,42,79.7,0
BRW114740,41,Female,Rivers,Agriculture,2.0,48600,35,167700,106000,6,8.39,1,0,1,Urban,POS Agent,0,1,37,56.3,0
BRW114741,32,Male,Ogun,Food & Provisions,2.8,18300,56,92700,13000,3,6.48,0,0,1,Rural,POS Agent,0,0,12,57.5,0
BRW114742,20,Female,Kano,Fashion & Tailoring,3.1,96300,41,232900,168000,1,9.48,1,0,1,Rural,Cooperative (Esusu/Ajo),0,0,69,72.0,0
BRW114743,58,Female,Enugu,Services (Salon/Barbing etc.),2.7,153800,40,220400,325000,6,4.34,0,0,0,Rural,Mobile App,0,1,93,58.0,0
BRW114744,59,Male,Abuja (FCT),Transport/Logistics,2.0,40800,23,120600,46000,12,5.01,0,0,0,Urban,Bank Branch,0,1,50,68.3,0
BRW114745,43,Female,Oyo,Services (Salon/Barbing etc.),9.8,40600,124,477100,99000,9,3.85,0,0,1,Urban,Bank Branch,0,0,152,48.5,0
BRW114746,21,Male,Enugu,Trading/Retail,2.2,40700,31,176100,46000,1,3.26,2,1,1,Rural,Bank Branch,0,1,45,63.3,1
BRW114747,57,Female,Plateau,Trading/Retail,8.0,42000,121,618500,57000,9,3.16,1,0,1,Urban,Mobile App,0,0,107,72.4,0
BRW114748,32,Male,Kano,Electronics/Phone Accessories,2.9,90400,32,31000,138000,9,3.2,2,1,1,Urban,Cooperative (Esusu/Ajo),0,1,110,84.3,0
BRW114749,44,Male,Osun,Trading/Retail,1.9,64900,28,101500,146000,12,4.38,1,0,1,Urban,Mobile App,0,0,30,97.4,0
BRW114750,49,Male,Kaduna,Artisan/Repairs,2.4,27200,44,131300,13000,6,8.21,2,1,0,Urban,POS Agent,0,1,52,43.5,0
BRW114751,25,Male,Kaduna,Agriculture,0.9,42200,8,16000,53000,2,8.5,1,0,1,Urban,Mobile App,0,1,34,82.7,0
BRW114752,21,Female,Edo,Transport/Logistics,4.2,57900,70,314700,24000,6,11.83,0,1,1,Urban,Mobile App,0,1,50,36.8,0
BRW114753,21,Female,Kaduna,Services (Salon/Barbing etc.),6.7,34600,100,185800,17000,12,11.34,1,1,1,Urban,POS Agent,0,1,82,45.7,0
BRW114754,64,Male,Ogun,Food & Provisions,4.6,62400,77,291800,148000,9,4.02,2,0,1,Urban,Mobile App,0,1,38,57.8,0
BRW114755,63,Male,Oyo,Fashion & Tailoring,3.8,52500,61,217100,102000,9,5.19,0,0,1,Urban,POS Agent,0,1,48,51.9,0
BRW114756,38,Female,Kano,Agriculture,15.5,90600,259,1456500,155000,9,11.39,0,0,1,Rural,POS Agent,1,0,49,76.1,0
BRW114757,38,Male,Plateau,Food & Provisions,1.8,74200,27,53300,174000,12,4.3,0,0,1,Urban,POS Agent,0,1,20,82.8,0
BRW114758,37,Male,Kano,Electronics/Phone Accessories,7.4,38300,122,607100,53000,1,11.73,0,1,1,Urban,Mobile App,1,1,93,69.4,0
BRW114759,34,Female,Rivers,Transport/Logistics,4.9,50200,70,200300,54000,2,4.58,0,0,0,Urban,Cooperative (Esusu/Ajo),0,0,77,28.5,0
BRW114760,44,Male,Kwara,Food & Provisions,1.0,32200,17,52300,62000,2,3.52,4,0,1,Rural,Mobile App,0,0,35,89.4,0
BRW114761,35,Female,Kwara,Artisan/Repairs,2.1,152500,29,107700,54000,2,9.47,1,0,0,Urban,Mobile App,0,1,38,55.4,0
BRW114762,47,Male,Oyo,Transport/Logistics,1.7,71200,28,78300,64000,12,9.37,1,0,1,Urban,Mobile App,0,1,37,47.6,1
BRW114763,36,Female,Kwara,Food & Provisions,5.7,22800,82,197800,30000,12,3.89,1,1,0,Urban,Bank Branch,0,0,33,77.0,0
BRW114764,48,Male,Abuja (FCT),Agriculture,3.9,43100,63,66700,76000,3,8.12,1,0,0,Urban,POS Agent,1,1,49,75.7,0
BRW114765,63,Male,Kaduna,Food & Provisions,3.1,20000,56,260500,30000,12,5.9,2,0,0,Urban,POS Agent,0,1,19,77.3,0
BRW114766,27,Male,Kano,Fashion & Tailoring,2.5,38800,35,164600,22000,1,10.54,2,1,0,Urban,POS Agent,1,1,24,60.3,0
BRW114767,21,Female,Abuja (FCT),Fashion & Tailoring,0.5,51100,10,12900,42000,3,8.55,0,1,1,Urban,Bank Branch,0,1,114,54.0,0
BRW114768,43,Female,Edo,Fashion & Tailoring,5.5,78700,90,439500,195000,1,7.21,0,0,0,Rural,Mobile App,0,0,49,63.6,1
BRW114769,23,Male,Anambra,Trading/Retail,11.9,85100,148,422400,177000,6,3.2,1,0,1,Urban,POS Agent,0,1,26,51.8,1
BRW114770,29,Female,Oyo,Transport/Logistics,8.0,23100,115,350900,47000,2,4.87,2,0,0,Rural,Cooperative (Esusu/Ajo),0,0,34,84.9,0
BRW114771,55,Male,Kaduna,Agriculture,3.7,54000,52,262000,116000,2,3.6,1,0,1,Rural,Cooperative (Esusu/Ajo),0,0,64,73.4,0
BRW114772,38,Male,Oyo,Food & Provisions,7.7,58500,118,627500,36000,6,8.74,2,1,0,Rural,POS Agent,1,1,36,50.4,0
BRW114773,44,Male,Plateau,Electronics/Phone Accessories,5.2,51400,85,381900,115000,3,5.21,0,0,1,Rural,Cooperative (Esusu/Ajo),1,0,45,83.6,0
BRW114774,55,Female,Rivers,Services (Salon/Barbing etc.),10.1,21400,149,833100,19000,3,5.07,0,0,1,Rural,Cooperative (Esusu/Ajo),0,0,26,67.1,0
BRW114775,24,Male,Anambra,Electronics/Phone Accessories,0.8,31300,8,8400,46000,9,3.29,1,0,1,Rural,POS Agent,0,0,46,55.2,1
BRW114776,40,Male,Delta,Agriculture,3.3,44300,43,41300,109000,6,5.9,0,1,1,Rural,Cooperative (Esusu/Ajo),1,1,34,52.1,0
BRW114777,19,Female,Lagos,Services (Salon/Barbing etc.),10.7,75000,167,611500,53000,2,4.05,0,1,1,Urban,Bank Branch,0,0,52,35.7,1
BRW114778,41,Female,Enugu,Services (Salon/Barbing etc.),1.2,29400,23,83300,31000,2,8.98,0,0,1,Urban,POS Agent,0,1,38,62.9,0
BRW114779,28,Male,Delta,Fashion & Tailoring,3.7,36100,58,205700,48000,12,10.91,1,0,1,Rural,Cooperative (Esusu/Ajo),0,0,63,70.7,0
BRW114780,61,Female,Enugu,Fashion & Tailoring,2.9,42400,47,64000,83000,12,6.29,1,0,1,Urban,POS Agent,1,1,32,71.3,0
BRW114781,30,Male,Edo,Agriculture,1.9,19900,27,28500,40000,9,8.03,0,0,1,Urban,Mobile App,0,1,25,61.4,0
BRW114782,27,Male,Anambra,Electronics/Phone Accessories,10.2,39400,163,574800,42000,3,4.54,0,0,1,Urban,Mobile App,0,1,63,61.8,0
BRW114783,18,Male,Delta,Transport/Logistics,1.9,60400,37,94400,45000,6,8.72,0,0,1,Urban,Mobile App,0,1,15,100.0,0
BRW114784,24,Female,Osun,Fashion & Tailoring,2.9,28600,41,50000,40000,3,9.39,3,1,1,Urban,POS Agent,1,1,170,70.1,0
BRW114785,28,Female,Ogun,Trading/Retail,3.0,37500,45,66900,45000,2,6.66,1,1,1,Urban,Cooperative (Esusu/Ajo),1,1,114,67.0,0
BRW114786,28,Male,Kaduna,Transport/Logistics,2.6,35400,37,117600,41000,12,3.57,2,1,1,Rural,POS Agent,0,1,42,59.6,0
BRW114787,53,Male,Edo,Electronics/Phone Accessories,2.6,69600,28,149600,64000,6,9.76,0,1,1,Urban,POS Agent,1,0,66,49.4,0
BRW114788,60,Male,Kano,Food & Provisions,1.5,19600,24,42300,28000,6,4.99,1,0,1,Urban,Mobile App,1,1,87,67.6,1
BRW114789,59,Female,Kaduna,Services (Salon/Barbing etc.),2.4,36000,39,43100,34000,6,9.0,1,1,1,Urban,POS Agent,0,1,28,54.0,0
BRW114790,63,Female,Rivers,Fashion & Tailoring,9.9,113000,161,875600,220000,6,4.26,1,1,0,Rural,Mobile App,0,0,33,73.9,0
BRW114791,61,Female,Anambra,Electronics/Phone Accessories,3.8,90500,57,178700,129000,2,9.45,0,1,1,Urban,Bank Branch,1,1,96,86.1,0
BRW114792,39,Female,Kano,Artisan/Repairs,3.3,87000,50,80000,116000,6,5.67,0,1,0,Rural,POS Agent,0,1,17,66.6,0
BRW114793,36,Female,Oyo,Services (Salon/Barbing etc.),6.8,103500,99,335400,54000,6,11.62,1,0,0,Urban,POS Agent,1,1,87,69.7,0
BRW114794,49,Female,Ogun,Transport/Logistics,2.6,28700,47,163400,61000,6,9.79,0,0,1,Urban,Cooperative (Esusu/Ajo),1,1,101,67.4,0
BRW114795,33,Female,Delta,Food & Provisions,0.7,98500,7,39000,64000,3,9.07,2,0,0,Urban,POS Agent,0,0,39,63.5,0
BRW114796,46,Male,Anambra,Trading/Retail,6.2,15400,99,422100,23000,6,7.84,0,0,1,Rural,POS Agent,0,0,83,65.2,0
BRW114797,65,Female,Kwara,Fashion & Tailoring,1.4,36000,21,78000,46000,6,10.46,0,1,1,Rural,POS Agent,0,1,25,72.3,1
BRW114798,27,Male,Kwara,Agriculture,2.4,69100,49,227600,153000,2,11.25,2,1,1,Rural,POS Agent,1,1,156,66.5,0
BRW114799,54,Male,Kano,Services (Salon/Barbing etc.),0.9,54400,11,37400,122000,9,5.91,2,0,1,Rural,POS Agent,0,0,35,90.6,1
BRW114800,62,Male,Edo,Transport/Logistics,1.7,55300,16,17800,45000,2,9.47,2,1,0,Urban,POS Agent,0,1,63,66.2,0
BRW114801,43,Male,Lagos,Transport/Logistics,1.7,28700,26,55000,44000,1,7.15,1,1,1,Urban,Mobile App,1,1,75,78.3,0
BRW114802,35,Female,Rivers,Electronics/Phone Accessories,4.2,15000,73,239600,37000,3,8.6,0,0,0,Urban,POS Agent,0,1,8,77.3,0
BRW114803,30,Male,Abuja (FCT),Electronics/Phone Accessories,0.7,60400,11,34500,61000,1,9.02,0,1,1,Rural,POS Agent,0,0,26,86.3,0
BRW114804,26,Male,Delta,Artisan/Repairs,6.9,85200,94,331100,34000,1,3.27,1,0,1,Urban,POS Agent,0,1,39,64.3,0
BRW114805,33,Female,Kaduna,Fashion & Tailoring,2.6,51900,36,53500,93000,12,8.01,1,0,1,Urban,Mobile App,0,1,18,76.5,0
BRW114806,53,Female,Rivers,Trading/Retail,2.8,55900,48,94200,27000,12,9.7,3,0,1,Rural,POS Agent,1,0,11,62.4,0
BRW114807,42,Male,Kaduna,Transport/Logistics,3.3,59800,46,210300,103000,12,3.22,0,0,1,Urban,POS Agent,1,1,61,81.0,0
BRW114808,28,Male,Abuja (FCT),Electronics/Phone Accessories,1.0,30700,13,29700,19000,12,5.96,1,1,1,Urban,Mobile App,0,1,81,33.9,0
BRW114809,44,Male,Enugu,Food & Provisions,5.3,44800,74,174000,40000,2,8.37,2,1,0,Urban,Cooperative (Esusu/Ajo),0,1,111,83.4,0
BRW114810,56,Female,Kano,Electronics/Phone Accessories,5.2,25400,88,280800,47000,2,11.82,2,1,1,Urban,POS Agent,1,1,44,72.9,0
BRW114811,18,Male,Anambra,Agriculture,5.1,85700,80,465200,45000,3,10.73,1,0,1,Urban,Mobile App,0,1,17,51.8,0
BRW114812,18,Female,Rivers,Trading/Retail,1.2,15000,8,46100,25000,6,9.41,0,1,1,Urban,Mobile App,1,1,17,78.1,0
BRW114813,64,Male,Kano,Transport/Logistics,1.3,42000,25,123600,25000,1,9.46,2,1,1,Urban,Mobile App,1,1,10,100.0,0
BRW114814,53,Female,Kano,Fashion & Tailoring,3.6,126600,65,269000,152000,3,6.57,0,0,1,Urban,Cooperative (Esusu/Ajo),1,1,101,62.7,0
BRW114815,45,Male,Abuja (FCT),Trading/Retail,2.2,63200,43,163400,77000,2,6.54,1,0,1,Rural,Cooperative (Esusu/Ajo),0,0,43,28.0,0
BRW114816,61,Male,Rivers,Electronics/Phone Accessories,2.9,26100,51,93300,42000,2,5.66,0,0,1,Urban,Bank Branch,0,1,49,70.6,0
BRW114817,46,Male,Rivers,Fashion & Tailoring,2.4,61700,42,137800,27000,6,6.78,0,0,0,Rural,POS Agent,0,0,87,68.3,0
BRW114818,42,Male,Plateau,Fashion & Tailoring,9.5,75900,141,450100,171000,3,8.09,3,0,0,Urban,Bank Branch,0,1,33,64.4,1
BRW114819,28,Female,Kwara,Transport/Logistics,5.2,53400,85,333800,25000,12,8.62,0,0,1,Urban,Cooperative (Esusu/Ajo),0,0,53,54.7,0
BRW114820,56,Female,Enugu,Services (Salon/Barbing etc.),1.6,66800,24,101100,165000,2,4.38,0,0,1,Rural,Cooperative (Esusu/Ajo),1,0,14,58.6,0
BRW114821,54,Male,Abuja (FCT),Agriculture,3.0,24800,39,125400,31000,2,10.04,1,0,1,Rural,POS Agent,0,1,24,87.9,1
BRW114822,32,Female,Lagos,Fashion & Tailoring,1.4,33300,12,19900,55000,9,5.52,1,0,1,Urban,Mobile App,0,1,48,63.0,0
BRW114823,53,Male,Rivers,Services (Salon/Barbing etc.),2.3,58700,40,171500,99000,2,6.42,0,0,1,Urban,POS Agent,1,1,14,44.8,0
BRW114824,52,Female,Kaduna,Artisan/Repairs,2.6,40900,36,112100,63000,6,4.18,0,0,1,Urban,POS Agent,0,1,14,46.8,0
BRW114825,22,Male,Abuja (FCT),Agriculture,2.0,38300,31,164200,16000,9,6.66,1,1,1,Rural,POS Agent,1,0,42,78.4,0
BRW114826,25,Male,Kano,Trading/Retail,3.5,27900,53,137600,42000,3,8.17,0,0,1,Urban,POS Agent,0,1,50,76.1,0
BRW114827,46,Male,Edo,Artisan/Repairs,4.6,105300,61,328700,228000,12,5.36,0,0,1,Rural,Cooperative (Esusu/Ajo),1,0,81,79.6,0
BRW114828,47,Male,Lagos,Agriculture,2.6,51600,36,121000,23000,1,10.06,0,0,1,Urban,POS Agent,1,0,7,75.6,0
BRW114829,49,Female,Osun,Trading/Retail,1.4,83600,36,135500,131000,2,11.29,0,0,0,Rural,Mobile App,0,0,25,39.2,0
BRW114830,35,Male,Rivers,Electronics/Phone Accessories,2.9,15000,34,109000,10000,2,3.62,0,0,0,Urban,Cooperative (Esusu/Ajo),0,1,72,86.8,0
BRW114831,58,Male,Edo,Artisan/Repairs,3.2,81900,42,111300,33000,9,9.06,2,1,0,Urban,Mobile App,0,0,90,58.7,0
BRW114832,39,Female,Delta,Food & Provisions,11.6,26200,180,307500,45000,3,4.57,1,0,1,Rural,Bank Branch,1,0,139,65.1,0
BRW114833,27,Male,Ogun,Food & Provisions,4.7,42100,81,167400,69000,6,8.35,0,0,1,Urban,POS Agent,1,0,28,64.1,0
BRW114834,23,Male,Abuja (FCT),Services (Salon/Barbing etc.),0.7,54300,10,41300,89000,1,7.85,0,1,0,Rural,Mobile App,0,1,4,59.9,1
BRW114835,60,Female,Delta,Services (Salon/Barbing etc.),3.4,145200,47,79800,161000,2,5.21,0,0,0,Urban,Mobile App,0,1,50,82.4,0
BRW114836,51,Male,Anambra,Transport/Logistics,6.7,132900,105,284500,152000,9,5.25,0,0,1,Urban,POS Agent,0,1,99,74.4,0
BRW114837,40,Female,Edo,Transport/Logistics,4.5,47100,72,222600,94000,1,8.54,0,1,1,Urban,Cooperative (Esusu/Ajo),0,1,28,57.8,0
BRW114838,28,Female,Kaduna,Transport/Logistics,3.5,61800,55,169700,47000,1,5.38,1,0,1,Urban,Mobile App,0,0,38,71.1,0
BRW114839,22,Male,Abuja (FCT),Food & Provisions,1.8,35200,28,54800,21000,2,3.32,1,0,1,Rural,POS Agent,1,1,2,74.2,0
BRW114840,25,Male,Edo,Transport/Logistics,4.5,50100,62,334700,77000,3,9.86,3,1,1,Rural,POS Agent,0,0,35,71.9,0
BRW114841,23,Male,Anambra,Artisan/Repairs,2.4,48400,34,116900,75000,6,9.56,2,0,1,Urban,Mobile App,0,1,18,81.5,0
BRW114842,43,Female,Edo,Artisan/Repairs,4.8,58500,74,403000,123000,3,6.16,0,1,1,Rural,POS Agent,0,0,29,88.5,0
BRW114843,27,Female,Kwara,Food & Provisions,6.1,36000,99,134900,38000,2,7.08,0,1,1,Rural,Cooperative (Esusu/Ajo),0,0,51,56.6,0
BRW114844,24,Female,Delta,Services (Salon/Barbing etc.),7.4,64200,119,710800,61000,1,9.13,0,0,1,Urban,Mobile App,1,1,91,51.2,0
BRW114845,31,Male,Kaduna,Fashion & Tailoring,6.1,60000,90,469500,97000,3,8.0,1,1,0,Urban,POS Agent,1,1,64,65.4,0
BRW114846,51,Female,Oyo,Artisan/Repairs,3.9,27200,48,264000,28000,6,8.44,2,0,1,Urban,POS Agent,0,1,16,92.6,0
BRW114847,41,Male,Osun,Food & Provisions,1.1,46200,15,42700,69000,3,6.03,0,0,0,Urban,Mobile App,0,1,17,76.8,0
BRW114848,25,Female,Kwara,Electronics/Phone Accessories,1.5,36600,23,117500,27000,2,11.69,0,0,1,Urban,POS Agent,0,0,18,63.1,0
BRW114849,53,Male,Kaduna,Artisan/Repairs,3.0,150400,57,129000,170000,3,11.86,1,0,1,Urban,POS Agent,0,1,6,77.2,0
BRW114850,41,Female,Abuja (FCT),Artisan/Repairs,5.5,99100,74,153800,141000,1,6.3,0,1,1,Urban,Mobile App,0,1,71,85.1,0
BRW114851,26,Male,Lagos,Transport/Logistics,3.5,84200,54,144600,168000,2,8.47,1,1,1,Urban,Mobile App,0,1,33,30.4,0
BRW114852,51,Male,Edo,Agriculture,4.4,37300,62,85300,67000,9,11.84,0,1,0,Urban,POS Agent,0,0,33,76.2,1
BRW114853,65,Male,Rivers,Electronics/Phone Accessories,6.9,135100,99,444400,88000,3,4.34,1,0,1,Urban,Bank Branch,0,1,76,88.2,0
BRW114854,43,Female,Kaduna,Artisan/Repairs,4.7,40600,77,369600,97000,6,8.62,1,0,1,Urban,POS Agent,0,1,82,100.0,0
BRW114855,25,Female,Plateau,Trading/Retail,2.5,33200,38,84400,55000,2,6.16,1,0,1,Urban,POS Agent,1,1,60,77.9,0
BRW114856,32,Female,Kano,Fashion & Tailoring,10.4,170500,154,407100,355000,2,5.94,0,1,1,Urban,Bank Branch,0,0,27,49.7,0
BRW114857,46,Male,Kwara,Agriculture,5.4,70800,80,122000,171000,3,7.1,1,0,1,Urban,Bank Branch,0,1,50,84.5,0
BRW114858,65,Female,Ogun,Agriculture,5.8,31800,101,500600,74000,3,10.12,0,0,1,Urban,POS Agent,0,1,53,53.1,0
BRW114859,62,Male,Anambra,Food & Provisions,4.3,39600,73,405800,18000,3,3.15,1,0,0,Urban,POS Agent,0,0,69,46.6,1
BRW114860,62,Female,Anambra,Services (Salon/Barbing etc.),8.8,75300,139,442800,113000,1,11.08,0,0,1,Urban,POS Agent,0,0,54,49.0,1
BRW114861,57,Male,Plateau,Artisan/Repairs,10.4,41500,156,495800,54000,9,4.4,1,0,0,Urban,POS Agent,0,0,44,79.0,1
BRW114862,45,Female,Enugu,Electronics/Phone Accessories,5.4,46700,87,379700,90000,6,10.43,1,1,1,Rural,Cooperative (Esusu/Ajo),1,0,37,90.0,0
BRW114863,49,Female,Oyo,Trading/Retail,7.6,123600,119,430700,189000,3,7.76,1,0,0,Urban,Cooperative (Esusu/Ajo),0,1,25,83.9,0
BRW114864,53,Male,Lagos,Artisan/Repairs,3.0,34100,46,261500,43000,6,8.43,0,0,1,Urban,POS Agent,0,1,44,47.4,0
BRW114865,52,Female,Oyo,Fashion & Tailoring,7.3,38000,118,369600,54000,3,9.19,2,1,1,Urban,POS Agent,1,1,51,90.3,0
BRW114866,48,Male,Rivers,Trading/Retail,6.4,228300,91,498800,387000,3,6.01,0,1,1,Urban,POS Agent,0,1,85,43.1,0
BRW114867,24,Male,Kano,Electronics/Phone Accessories,1.2,63800,11,26100,103000,2,8.18,0,0,1,Urban,Cooperative (Esusu/Ajo),0,1,122,81.4,0
BRW114868,60,Male,Osun,Agriculture,6.0,64700,94,501500,130000,3,8.87,1,0,0,Rural,Cooperative (Esusu/Ajo),0,1,44,83.1,0
BRW114869,18,Male,Anambra,Fashion & Tailoring,0.5,114600,9,35700,50000,1,7.86,1,0,0,Urban,Cooperative (Esusu/Ajo),0,1,6,66.0,0
BRW114870,38,Male,Osun,Transport/Logistics,1.3,67400,16,73100,158000,3,10.06,1,0,0,Urban,POS Agent,1,1,88,80.1,0
BRW114871,38,Female,Enugu,Food & Provisions,6.7,101800,110,351500,247000,9,10.37,0,1,0,Rural,Cooperative (Esusu/Ajo),0,0,62,52.4,0
BRW114872,65,Female,Oyo,Agriculture,0.9,22700,18,68100,13000,2,6.8,2,1,1,Urban,POS Agent,1,0,42,75.1,0
BRW114873,22,Male,Rivers,Agriculture,1.4,64400,15,59000,94000,3,3.54,2,1,1,Rural,Mobile App,0,0,17,100.0,0
BRW114874,40,Female,Abuja (FCT),Artisan/Repairs,6.3,44900,93,495500,58000,6,5.12,0,0,0,Urban,POS Agent,1,0,45,89.7,0
BRW114875,35,Female,Kano,Trading/Retail,3.8,65200,62,192700,90000,2,7.41,0,0,1,Rural,POS Agent,0,1,156,82.6,0
BRW114876,22,Male,Lagos,Trading/Retail,1.7,15000,25,78200,15000,2,4.38,0,1,1,Rural,Mobile App,0,1,21,76.4,0
BRW114877,28,Male,Ogun,Fashion & Tailoring,2.9,22400,49,252700,34000,3,6.11,1,1,1,Urban,POS Agent,1,1,94,53.1,0
BRW114878,38,Female,Kaduna,Electronics/Phone Accessories,4.6,47900,69,167100,46000,2,4.99,1,0,1,Rural,POS Agent,1,1,62,62.3,0
BRW114879,61,Male,Oyo,Agriculture,2.7,74200,39,80200,36000,3,8.92,0,0,1,Urban,Bank Branch,1,1,41,43.3,0
BRW114880,36,Male,Enugu,Artisan/Repairs,13.8,24000,185,986000,31000,12,9.73,0,0,1,Rural,POS Agent,0,1,53,64.4,0
BRW114881,60,Female,Delta,Food & Provisions,8.6,36300,144,124400,17000,6,4.72,1,1,1,Urban,POS Agent,0,1,5,69.5,0
BRW114882,53,Female,Anambra,Transport/Logistics,1.3,59900,16,38400,106000,2,4.81,1,1,1,Rural,Bank Branch,0,0,40,60.5,0
BRW114883,57,Female,Enugu,Agriculture,7.3,46600,87,89500,103000,6,7.78,1,1,1,Rural,Cooperative (Esusu/Ajo),0,0,33,66.3,0
BRW114884,58,Female,Edo,Electronics/Phone Accessories,3.7,86900,64,129300,149000,6,8.3,1,0,1,Urban,POS Agent,1,0,92,66.9,0
BRW114885,52,Male,Rivers,Food & Provisions,8.0,92100,119,103000,154000,1,10.73,2,0,1,Urban,Bank Branch,0,0,54,81.6,1
BRW114886,53,Female,Ogun,Trading/Retail,6.5,27500,93,478500,39000,3,6.43,0,1,1,Rural,POS Agent,1,0,46,56.0,0
BRW114887,25,Female,Lagos,Fashion & Tailoring,1.3,46900,19,62900,15000,6,7.31,0,0,1,Urban,Mobile App,0,1,39,66.8,0
BRW114888,52,Male,Osun,Fashion & Tailoring,3.6,36900,55,162100,20000,3,3.18,0,0,1,Urban,Mobile App,1,1,89,48.3,0
BRW114889,20,Male,Edo,Electronics/Phone Accessories,2.3,98700,41,72300,48000,3,8.74,0,0,1,Urban,POS Agent,0,1,40,83.1,0
BRW114890,53,Male,Kwara,Trading/Retail,3.6,80700,58,310400,116000,1,9.74,0,1,1,Urban,POS Agent,0,0,98,75.3,0
BRW114891,49,Female,Abuja (FCT),Fashion & Tailoring,2.8,29400,42,75400,35000,3,7.33,1,1,0,Urban,Cooperative (Esusu/Ajo),0,1,13,73.0,1
BRW114892,54,Female,Lagos,Agriculture,7.1,104900,121,241500,108000,2,4.72,1,0,0,Urban,Cooperative (Esusu/Ajo),0,1,160,61.2,0
BRW114893,48,Female,Anambra,Agriculture,2.8,23800,45,61000,20000,2,7.3,0,0,0,Urban,POS Agent,0,1,17,84.5,0
BRW114894,35,Male,Plateau,Electronics/Phone Accessories,9.8,38200,136,140000,45000,12,5.4,1,1,1,Urban,POS Agent,0,1,63,64.2,0
BRW114895,35,Female,Delta,Services (Salon/Barbing etc.),4.3,27100,68,391700,36000,2,10.41,0,1,1,Urban,Cooperative (Esusu/Ajo),0,0,36,66.5,0
BRW114896,46,Male,Delta,Electronics/Phone Accessories,2.6,38400,35,138400,28000,12,6.99,0,1,1,Urban,POS Agent,0,0,72,70.9,0
